path,label,subject,mode,take,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13,mfcc_delta_mean_1,mfcc_delta_mean_2,mfcc_delta_mean_3,mfcc_delta_mean_4,mfcc_delta_mean_5,mfcc_delta_mean_6,mfcc_delta_mean_7,mfcc_delta_mean_8,mfcc_delta_mean_9,mfcc_delta_mean_10,mfcc_delta_mean_11,mfcc_delta_mean_12,mfcc_delta_mean_13,mfcc_delta_std_1,mfcc_delta_std_2,mfcc_delta_std_3,mfcc_delta_std_4,mfcc_delta_std_5,mfcc_delta_std_6,mfcc_delta_std_7,mfcc_delta_std_8,mfcc_delta_std_9,mfcc_delta_std_10,mfcc_delta_std_11,mfcc_delta_std_12,mfcc_delta_std_13,f0n_mean,f0n_std,f0n_max,f0n_min,f0n_median,interval_mean,interval_std,interval_max,interval_min,interval_median,interval_iqr,interval_abs_mean,interval_abs_std,interval_pos_ratio,interval_neg_ratio,contour_up_ratio,contour_down_ratio,contour_flat_ratio,voiced_ratio,voiced_prob_mean,ioi_mean,ioi_std,ioi_max,ioi_min,tempo,onsets_per_sec
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S48_whistle_1_Friend.wav,Friend,S48,whistle,1,-460.51293945,131.47845459,9.78619194,2.17897892,2.38059950,8.95961475,12.16487312,11.26090050,-0.06075129,-7.90699625,-8.75512123,-6.28315115,-1.96000338,33.14597321,22.33775902,8.38829231,13.20219040,9.54356956,11.41187286,12.81750965,10.00227737,11.92991447,13.51530647,11.14870262,12.07959461,12.19960976,0.24577191,0.17446162,0.01996909,0.02310581,0.01998410,0.01161011,0.00417079,0.00480436,0.00244418,-0.00671688,-0.01168808,-0.00901340,-0.00031683,3.95896649,1.92780554,1.07029068,1.63748968,1.35169351,1.21554208,1.37231433,1.35957479,1.39403248,1.43633461,1.44807649,1.43341660,1.36765432,0.00000000,1.00000000,1.44327056,-1.17320311,0.52828425,-0.02100720,0.30617929,2.70000005,-3.00000000,0.00000000,0.10000000,0.10532374,0.28826022,0.12230216,0.25467625,0.12230216,0.25467625,0.62302160,0.59051722,0.44161510,1.43963718,0.00000000,1.43963718,1.43963718,42.36040115,0.12392723
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S48_whistle_1_Happy.wav,Happy,S48,whistle,1,-458.06903076,119.58340454,6.57685232,12.61838341,12.86197186,17.89559364,6.12089682,0.32255530,-9.09745789,-1.10707641,2.11255693,2.17381597,-7.78328800,52.08679199,18.53461838,6.38427353,6.67476511,4.88101292,7.71785212,5.87050676,6.34619379,6.91372919,4.92650414,7.50112247,6.16671944,5.94915247,0.50971782,0.18946882,0.02652469,0.02909619,0.01838128,0.01287921,0.00251321,0.00234282,-0.00491599,0.00487834,0.00504843,-0.00229461,-0.00534470,6.00122738,1.60095716,0.81852651,0.90885437,0.72408140,0.83748478,0.77159637,0.77561837,0.85001177,0.73078203,0.82062906,0.81297076,0.75784487,-0.00000000,1.00000000,1.74899077,-0.61540955,-0.61540955,0.00074850,0.12350681,1.29999995,-1.00000000,0.00000000,0.00000000,0.03248503,0.11916045,0.07185629,0.06886227,0.07185629,0.06886227,0.85928142,0.27503738,0.12586427,0.00000000,0.00000000,0.00000000,0.00000000,50.66635895,0.06439573
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S48_whistle_1_Married.wav,Married,S48,whistle,1,-451.74359131,130.99316406,-2.39486408,-4.80844021,10.08459854,22.22354126,18.47646141,2.07978010,-13.17724514,-10.95546818,-2.19122458,1.74744332,-0.01657611,41.44853973,24.52731514,10.19565010,12.81230831,11.23594284,12.65911484,12.37741947,15.04694653,15.62296391,14.56556511,15.39771271,15.62834644,13.45893574,0.33702767,0.21240965,0.00218475,-0.00788817,0.01175171,0.02959574,0.02426800,0.00287832,-0.02081908,-0.02617110,0.00608268,0.01841193,0.00987763,4.87933254,2.21563578,1.79196608,1.67187548,1.35007846,1.67729557,1.56256056,1.69635308,1.82204759,1.73302746,1.75165641,1.83936751,1.64591753,0.00000000,1.00000000,1.91004860,-3.05635619,0.16395894,0.01787975,0.35722196,2.40000010,-2.09999990,0.00000000,0.20000000,0.15458861,0.32253617,0.27215189,0.25158226,0.27215189,0.25158226,0.47626582,0.92575037,0.70149422,1.87501132,1.04520428,3.41333342,0.55727893,103.35937500,0.34036392
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S48_whistle_1_Necessities.wav,Necessities,S48,whistle,1,-454.46163940,127.75233459,1.82126200,1.67739177,7.59659958,20.30998611,14.68056297,2.48702288,-11.04171085,-9.08160686,-3.00984859,0.00761301,-1.00744808,37.14233780,21.06486702,10.08237457,12.22487736,10.65683270,12.13717556,11.35804844,12.58147717,11.46706486,13.26097298,12.89519978,13.14982224,11.86598587,0.30177674,0.17381071,0.01845451,0.01676297,0.01193842,0.01409153,0.01050309,0.01717944,0.00528548,-0.00850969,-0.01669612,-0.01937510,-0.01640174,4.43033791,1.79414988,1.79644239,1.86006260,1.42880857,1.58366370,1.52266872,1.67937338,1.61878860,1.65039778,1.74096608,1.67590618,1.49173260,-0.00000000,1.00000000,1.58806312,-1.48861217,0.44957179,0.00494186,0.32319084,2.79999995,-2.50000000,0.00000000,0.00000000,0.13284884,0.29466578,0.24273255,0.23401164,0.24273255,0.23401164,0.52325583,0.70246732,0.47455975,3.06503391,1.06811786,4.13315201,1.99691606,54.97838974,0.18771389
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S48_whistle_1_NewYork.wav,NewYork,S48,whistle,1,-452.51611328,124.76985168,5.25498390,3.03627968,9.15173149,17.05201340,13.19345856,3.15772152,-9.53378582,-5.46613932,-1.89444709,-1.96757174,-5.01283741,29.69024086,20.41745186,11.35660839,14.26963139,11.98938179,13.83943462,13.78368950,13.70619392,15.38444519,13.08922386,12.68742275,15.76025581,11.83210945,0.22004358,0.14355466,0.01112374,0.03176989,0.02348461,0.00491595,-0.00033232,-0.00442614,-0.00470333,-0.00101374,-0.00219821,-0.00405715,-0.00087922,3.47835445,1.71891892,1.49463224,1.75782871,1.22309375,1.34378135,1.51485097,1.32948959,1.43861270,1.53035069,1.44252121,1.48196578,1.53190923,0.00000000,1.00000000,1.64278996,-1.29681635,0.36734542,0.01173653,0.21557605,2.70000005,-1.50000000,0.00000000,0.00000000,0.09101796,0.19577157,0.19880240,0.19281437,0.19880240,0.19281437,0.60838324,0.64354068,0.51505148,4.53563118,3.59143639,9.31120205,0.65015870,48.75442123,0.20608343
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S48_whistle_2_RememberMe.wav,RememberMe,S48,whistle,2,-451.18780518,122.41920471,6.43714523,4.61487055,12.92930603,18.66620445,7.83562279,-0.42693469,-5.91838455,-2.77608109,0.80530095,-3.17102981,-3.78322315,31.81163788,21.09271049,11.93374252,11.69959545,10.79586792,11.25115585,13.37049770,13.38773441,10.92454338,13.93125534,12.57480812,11.31624603,11.47049618,0.24202117,0.16510093,0.00647272,-0.00392853,0.01146311,0.02804257,0.02495532,0.00914790,-0.01882934,-0.02778479,-0.00239714,0.01029301,0.00552344,3.81677699,2.12106133,1.41398883,1.41383266,1.19102502,1.09956706,1.29540777,1.42537379,1.07636392,1.26822650,1.36222887,1.19621944,1.17358518,0.00000000,1.00000000,1.43659663,-1.47306156,0.44659692,0.00804598,0.25923383,3.20000005,-2.29999995,0.00000000,0.00000000,0.09565773,0.24107368,0.20178799,0.21966794,0.20178799,0.21966794,0.57854408,0.70790815,0.45774439,1.20743763,0.00000000,1.20743763,1.20743763,48.75442123,0.10989449
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S48_whistle_2_TryEverything.wav,TryEverything,S48,whistle,2,-448.28768921,120.91362000,0.55578530,11.70780849,17.97067451,25.33065605,5.93587065,-7.05465269,-2.55226827,4.99317980,2.86469221,-2.51392698,-6.75016165,38.53707504,21.01839447,9.43303776,8.27163887,11.59636307,8.71228790,12.19912720,10.58638573,9.10840416,13.57327080,9.59637165,12.33411121,12.27624130,0.32888287,0.17077839,0.02331464,0.03168255,0.01700986,0.02110934,0.01104072,0.00428235,0.00493314,0.00534047,-0.00026600,0.00037792,0.00100559,4.26448870,1.93628335,1.41757941,1.09829855,1.28103805,1.07427108,1.24500263,1.27995586,0.92980814,1.26037300,1.09981763,1.13364649,1.32279801,0.00000000,1.00000000,1.10799968,-1.91213369,0.47114161,0.01600000,0.33565238,4.90000010,-4.40000010,0.00000000,0.00000000,0.10222222,0.32010800,0.20296296,0.20888889,0.20296296,0.20888889,0.58814818,0.80029583,0.57742268,3.04181409,0.00000000,3.04181409,3.04181409,48.75442123,0.12757537
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S49_hum_1_Friend.wav,Friend,S49,hum,1,-536.89855957,130.68420410,10.75409698,28.61430931,20.37911987,18.53064919,1.18833792,-16.10292244,-7.17495060,0.35412639,2.21303344,-8.90180779,-7.50967073,59.74892044,36.47335815,18.99475098,18.46626854,17.75066948,15.18326855,6.93373156,16.52556610,11.05294991,6.59166861,7.12168598,9.34855938,8.63568687,0.00412952,0.00177256,0.00033769,0.00626644,0.00252780,-0.00118948,0.00192771,-0.00300162,-0.00035466,0.00364900,-0.00314269,-0.00335049,0.00046950,9.19034290,5.98169756,3.87157488,2.78110194,3.07581019,2.22186184,1.25792897,2.70595574,1.82392800,1.21069717,1.35282862,1.55199313,1.47672236,-0.00000000,1.00000000,1.55633557,-1.24556291,0.31789243,-0.04986737,0.54384059,5.00000000,-4.50000000,0.00000000,0.10000000,0.20159151,0.50755316,0.15473032,0.33244917,0.15473032,0.33244917,0.51282054,0.64487630,0.26857412,0.50562638,0.35560772,1.76471651,0.11609977,123.04687500,1.90344155
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S49_hum_1_Necessities.wav,Necessities,S49,hum,1,-524.71282959,127.80812836,34.22945023,25.67841911,19.43484306,18.04543495,2.09429574,-13.83199787,-12.46360970,-3.14159203,0.18125895,-5.58170891,-6.71931696,57.86859512,34.03715515,21.13579559,18.87262917,15.15894890,15.20740318,8.12826061,13.97011662,11.16668129,8.62823391,7.23125362,8.02793980,6.67983866,0.00550501,0.00257609,-0.00311810,-0.00133396,0.00137834,0.00193403,0.00110108,-0.00229394,-0.00331117,0.00208860,0.00354464,-0.00195011,-0.00181508,6.25891018,5.16944599,3.79411626,2.37820816,2.08251786,1.78411913,1.31440830,2.21810484,1.65154290,1.57414079,1.12242234,1.49469793,1.06790745,-0.00000000,1.00000000,1.91495633,-1.63085330,0.34770340,-0.02289250,0.59089667,4.80000019,-4.09999990,0.00000000,0.10000000,0.22660479,0.54619884,0.20262954,0.34648106,0.20262954,0.34648106,0.45088941,0.76661515,0.34125179,0.39119175,0.29255351,1.69505668,0.09287982,198.76803589,2.43115020
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S49_hum_1_TryEverything.wav,TryEverything,S49,hum,1,-543.21331787,143.10317993,8.73778057,33.66083145,16.54665947,20.11793900,0.29415318,-13.34361076,-6.88206244,4.19877243,6.57982016,-11.87847710,-3.36892343,47.22192001,30.31959343,19.56707764,14.78907299,12.67499161,12.85650349,8.60656261,11.58604527,11.41176605,8.92690277,7.88402796,9.81950092,6.55786228,0.00713698,0.00368753,-0.00201241,0.00027080,-0.00012021,0.00291441,0.00393751,-0.00544946,-0.00619853,0.00100193,0.00304183,0.00101741,0.00255732,9.22592545,5.67986345,3.47909045,2.55241132,2.21573186,2.26532888,1.47593498,1.96976864,2.02308202,1.55041087,1.40871382,1.79870272,1.19721770,-0.00000000,1.00000000,8.57187366,-0.96350783,0.08013202,-0.04300595,0.40458152,4.80000019,-3.79999995,0.00000000,0.10000000,0.16116071,0.37358123,0.20758928,0.33854166,0.20758928,0.33854166,0.45386904,0.78959107,0.49735129,0.45939788,0.33701852,2.20589566,0.11609977,135.99917603,2.11423516
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S49_hum_2_Happy.wav,Happy,S49,hum,2,-290.09814453,158.21440125,1.75926137,29.56401825,-4.48664093,2.22674251,7.97641516,5.39921856,-2.76243043,-2.71505761,8.19426537,-11.01538944,-2.68294382,55.49768066,35.17848206,21.80176544,12.27684307,14.17339325,14.23482895,9.01575661,12.51729298,9.42475796,7.28291798,7.18825340,8.84882355,5.26829147,0.00384784,-0.00188234,-0.00428717,0.00264436,0.00029291,0.00144157,0.00362176,-0.00245374,-0.00141343,0.00271767,0.00053107,-0.00199379,0.00566304,10.48617744,5.91826868,3.60669327,2.02732205,2.42351913,2.17925406,1.52781141,2.00419760,1.64438653,1.20006251,1.33452010,1.68109536,0.87975144,0.00000000,1.00000000,1.48012745,-2.31139970,0.36961490,-0.00720072,0.74667120,4.80000019,-4.50000000,0.00000000,0.20000000,0.32385239,0.67282194,0.26732674,0.39063907,0.26732674,0.39063907,0.34203419,0.86151081,0.46533960,0.24463043,0.15311280,0.99845803,0.00000000,161.49902344,3.87539673
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S49_hum_2_Married.wav,Married,S49,hum,2,-521.26300049,147.27186584,22.76990128,33.00763702,19.21569061,21.92831421,2.47709918,-14.30044842,-10.93700504,1.30511737,2.50634527,-9.96706963,-5.36119699,55.46804047,35.29752350,21.57506561,18.99704933,11.90826702,13.96394634,8.52608013,13.67531300,10.35241508,9.41508198,8.16133213,9.71798038,7.71531630,0.00288525,0.00177111,0.00153156,0.00426147,0.00199973,0.00008329,0.00073852,-0.00304808,-0.00234489,0.00497774,0.00283250,-0.00350586,-0.00124423,7.45167494,5.21584988,3.25346923,2.76526833,2.00887227,2.00955319,1.48148954,2.09929109,1.47488797,1.57916117,1.31167221,1.39914954,1.32508683,0.00000000,1.00000000,1.65464735,-2.01595879,0.26981875,-0.01744914,0.62217808,4.90000010,-4.59999990,0.00000000,0.20000000,0.24671361,0.57143891,0.26369327,0.34585288,0.26369327,0.34585288,0.39045385,0.83971852,0.44698423,0.37031305,0.31583431,1.43963718,0.11609977,161.49902344,2.62815285
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S49_hum_4_Feeling.wav,Feeling,S49,hum,4,-529.35766602,152.32246399,17.47179031,31.04051590,12.39441395,20.88552856,3.20165563,-17.55677032,-9.62627506,2.22858000,2.53655744,-9.02798367,-4.21453667,48.69542313,35.19335556,20.61975288,16.46929741,10.94064713,13.88002872,8.72583771,12.78373146,11.11313248,9.63976574,7.31376123,8.56577301,7.95972490,0.00110316,-0.00304352,-0.00236760,0.00333572,0.00051655,0.00010803,0.00194025,-0.00157667,0.00022238,0.00569276,0.00213105,-0.00184363,0.00135369,7.15813017,5.00118971,2.65797997,2.43513489,1.82791436,2.09613681,1.43638098,2.08429170,1.61955690,1.43272293,1.32267082,1.39328516,1.22015858,0.00000000,1.00000000,7.85092115,-0.82372826,-0.01607641,-0.01029113,0.43704832,4.59999990,-2.90000010,0.00000000,0.10000000,0.16844957,0.40341279,0.24441436,0.31211916,0.24441436,0.31211916,0.44346648,0.83626521,0.51178533,0.37257472,0.25356352,1.83437645,0.09287982,117.45383453,2.59413815
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S49_hum_4_NewYork.wav,NewYork,S49,hum,4,-529.51269531,147.19491577,23.32569122,27.81573105,19.35479736,15.97448444,6.80708075,-6.94313908,-7.66252899,-4.31394100,1.92052698,-4.97442055,-8.22178841,58.45474625,40.83398819,23.27035522,17.49597549,12.39228249,11.45444298,8.61518478,11.22345257,10.96122742,8.28498840,8.28571892,8.19304657,7.25914526,0.00945688,0.00206420,-0.00010381,0.01156798,0.00990355,0.00733906,0.00530599,-0.00164835,-0.00312873,0.00087932,0.00003619,-0.00238220,0.00503793,7.31958675,5.22922707,3.48680973,2.86417818,1.86718440,1.54107785,1.23181713,1.57242274,1.42097211,1.39373064,1.18078113,1.38778222,1.13945472,-0.00000000,1.00000000,1.53525138,-1.59557605,0.32612428,0.01326116,0.52528751,4.90000010,-3.59999990,0.00000000,0.10000000,0.18213803,0.49287787,0.24898511,0.28146145,0.24898511,0.28146145,0.46955344,0.76081079,0.40902504,0.74792695,0.55562556,2.20589566,0.25541949,50.66635895,1.16489780
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S4_hum_1_Feeling.wav,Feeling,S4,hum,1,-793.98040771,70.61901855,20.56139374,22.36887169,2.22681689,-6.68913269,3.32035995,1.51224291,-1.80475390,-6.72426558,-6.26163435,0.07271849,-10.32325077,96.82221985,69.36931610,32.57856369,27.69760513,17.13099098,20.41609764,10.52737331,12.48440075,11.89437294,11.68355083,11.79946613,10.39296246,11.79947376,0.15693727,0.10612027,-0.00713480,0.00534779,0.00288739,0.00044422,0.00224480,-0.00590715,0.00259864,-0.01094441,-0.01598195,0.00821051,-0.01265878,15.17309856,9.95987034,5.54986858,4.18047237,3.00438952,3.13555241,1.96149218,2.10137916,2.02121878,2.02126694,2.16985846,1.77883375,1.95187712,-0.00000000,1.00000000,2.57271028,-1.04362965,0.33464521,-0.01500000,0.46190485,2.90000010,-4.30000019,0.00000000,0.00000000,0.18175675,0.42490652,0.20945945,0.22702703,0.20945945,0.22702703,0.56351352,0.56005400,0.31132650,0.45444769,0.37863627,1.64861679,0.09287982,30.04632950,2.09327722
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S4_hum_1_Necessities.wav,Necessities,S4,hum,1,-716.14001465,124.80217743,5.07431364,40.80516052,4.00077152,-8.68694782,9.90792084,-7.91650105,-1.93116915,4.70116949,-7.05933094,-4.12579060,-14.70521545,122.71086121,64.66857147,40.85429764,23.22675514,15.83748055,23.47538757,14.23835659,17.93669701,10.75744057,9.92575264,11.81637955,9.86268616,13.28093910,-0.00176788,-0.00742551,-0.00219644,-0.00400429,-0.00435902,-0.00241228,-0.00600778,0.00002554,-0.00250052,0.00163086,0.00053221,0.00041384,0.00290931,21.72326469,9.14850616,9.04953098,3.25097108,3.02072358,3.69097400,2.37420726,2.60247779,1.82963908,1.73557591,2.11956215,1.57987738,1.96963382,-0.00000000,1.00000000,1.79239118,-2.55721617,0.29592642,-0.03851352,0.59312773,4.00000000,-3.79999995,0.00000000,0.20000000,0.30040541,0.51287460,0.22972973,0.45405406,0.22972973,0.45405406,0.31621623,0.91902834,0.48583502,0.34829932,0.23810992,1.67183673,0.16253968,198.76803589,2.67474294
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S4_hum_2_Married.wav,Married,S4,hum,2,-773.41149902,66.05929565,-0.66379339,22.13862801,0.34753677,-4.33893394,2.72571945,-7.01070499,-4.02542734,-3.61335230,-5.84655571,-3.74955034,-12.84206963,119.14774323,68.39870453,34.61941528,26.67733192,17.86833954,17.34593582,10.34427452,13.07860279,10.52922630,9.85034847,9.20060253,9.01311302,14.30431271,0.10684204,0.01986751,-0.01257555,0.01023149,-0.01475092,0.00716119,-0.00494007,0.00673161,-0.00136408,0.00988915,0.00544803,0.00745647,0.00082706,16.92760086,9.88800621,5.85805607,4.11219263,3.28493118,3.05881572,1.92313385,2.49293733,1.85173965,1.79934371,1.60736108,1.41630840,2.13176227,0.00000000,1.00000000,2.12600279,-1.11665928,0.42253852,0.01198208,0.41425034,3.20000005,-3.20000005,0.00000000,0.00000000,0.18197088,0.37233523,0.24636059,0.19708847,0.24636059,0.19708847,0.55655098,0.57941836,0.34883055,0.35749969,0.26834872,1.16099775,0.00000000,172.26562500,2.60197449
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S4_hum_3_Friend.wav,Friend,S4,hum,3,-715.18444824,80.87411499,1.07031143,23.86556244,5.54826546,11.32216072,-3.57069588,-9.50769520,-12.09758759,-7.70831585,-2.01072145,-11.34227085,-9.53312302,120.89560699,57.65169907,35.80257034,24.15820885,20.64500809,15.68325329,13.25246143,12.82998371,14.58584309,10.40149879,8.76519871,13.07931137,10.63073349,-0.01555323,0.03856849,0.06475941,0.03895288,0.04329888,0.03091630,0.02737516,0.01536200,0.00232685,0.00257368,0.00241423,-0.00783596,-0.01284587,19.03944016,8.45538425,6.45950365,4.00500631,3.45237803,2.41806054,2.23290038,2.24691892,2.04440141,1.69992435,1.56420267,1.66298807,1.72296178,-0.00000000,1.00000000,2.01797962,-1.60588944,0.19560914,-0.05924695,0.65112585,4.30000019,-3.50000000,0.00000000,0.20000000,0.31461793,0.57314104,0.21373200,0.42303434,0.21373200,0.42303434,0.36323366,0.77876109,0.45837250,0.40706003,0.27301875,1.62539685,0.11609977,117.45383453,2.38257837
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S4_hum_3_NewYork.wav,NewYork,S4,hum,3,-786.10052490,84.54896545,3.27760434,40.91536331,10.37110329,7.31037712,8.55836487,-10.38437462,-3.74127531,-9.61888504,-12.24058056,3.46522784,-12.82588387,140.10510254,68.21682739,45.22725296,34.40805817,21.01222801,17.04343033,14.12031460,16.70837021,11.62115288,14.50409222,13.87165546,12.43245316,14.18645763,0.00154050,0.00082402,0.00088689,0.00321455,-0.00059441,0.00293232,0.00179288,-0.00171197,0.00308530,-0.00411329,0.00325459,0.00117563,-0.00098149,16.46365166,6.80151987,7.29492950,4.08435154,3.36664915,3.02141047,2.59070516,2.56579852,2.08220816,2.15120435,1.82020533,2.22916818,1.74466681,-0.00000000,1.00000000,1.15557957,-1.35660517,0.58055407,-0.01561605,0.30954209,4.09999990,-2.20000005,0.00000000,0.10000000,0.11361031,0.28836238,0.16189112,0.25931233,0.16189112,0.25931233,0.57879657,0.65808296,0.42524001,0.50669259,0.47615281,2.02013612,0.11609977,67.99958801,1.78890157
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S4_hum_3_RememberMe.wav,RememberMe,S4,hum,3,-799.91253662,50.61890411,5.98693562,26.93367767,7.05374050,7.09308147,6.16886759,-6.34311914,-4.31106043,-5.32663870,-4.53047895,-0.09713223,-9.35834503,117.60531616,59.79894638,33.45192337,33.96051025,17.26209068,15.61154842,10.91809464,14.71899796,11.99726105,10.16063118,9.10061932,9.83469200,13.30420399,-0.00165266,0.00122561,-0.00131831,0.00059987,0.00043909,-0.00055481,0.00130837,-0.00146897,0.00140721,-0.00146780,0.00101217,-0.00064749,-0.00010879,14.60690498,7.06808281,5.46965456,4.54634380,2.94700360,2.52304173,1.85187113,2.59464908,1.80766261,1.63327742,1.56484485,1.36440682,1.94997585,0.00000000,1.00000000,1.80456102,-0.84912723,-0.84912723,-0.00086207,0.29920748,4.50000000,-2.29999995,0.00000000,0.00000000,0.08383621,0.28722352,0.11206897,0.17025863,0.11206897,0.17025863,0.71767241,0.44025835,0.26278573,0.58424401,0.64868832,2.78639460,0.11609977,172.26562500,1.48380554
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S4_hum_3_TryEverything.wav,TryEverything,S4,hum,3,-663.44732666,126.09403992,-18.44760323,34.90071106,5.06321764,-21.92471504,13.21488953,-2.96778917,-26.74909592,-2.53708816,-5.09151602,-9.68494987,-8.87502193,103.96753693,50.79565811,41.48294067,22.05818558,17.77474022,24.35289764,13.31444740,13.89606476,16.08087921,12.56322193,12.31470871,10.70855999,9.64540005,-0.04298190,-0.04414512,-0.01252777,0.01155500,0.02542128,0.02544665,0.01276416,0.00297117,-0.00019643,-0.00335361,-0.00083540,0.00690063,0.00630059,16.58315468,7.23657084,6.85877895,3.53472066,2.99294877,3.32263470,2.38015485,2.12524223,2.64364815,2.10755968,1.80278790,1.56954956,1.51743233,0.00000000,1.00000000,1.21224856,-2.38953733,0.42009053,-0.00513950,0.44788951,4.80000019,-3.90000010,0.00000000,0.10000000,0.17547724,0.41211548,0.22026432,0.37444934,0.22026432,0.37444934,0.40528634,0.87096775,0.61887592,0.40268290,0.23645480,1.13777781,0.09287982,47.85156250,2.46309447
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S50_hum_1_Feeling.wav,Feeling,S50,hum,1,-408.74865723,90.92890167,28.00727081,12.72812366,14.13498402,25.06375122,13.57018852,3.95711732,-14.11534214,12.62962341,16.74114990,-7.29383373,-11.56298923,76.12384796,29.18193436,15.77579498,9.32489872,10.83743000,13.13544941,11.44836807,11.54923058,15.92847633,8.64178371,11.72891235,9.80981731,9.52825069,-0.05295957,0.02140711,0.00735006,-0.00567901,-0.00876906,-0.02336075,0.00664628,0.01610215,0.00296734,-0.02091134,-0.00017655,-0.00004040,-0.00685913,13.69840908,4.75395584,2.33735442,1.59602213,1.70029676,2.38060021,1.84150076,1.98562789,2.63777041,1.53883743,2.15392876,1.94842613,1.64493954,0.00000000,1.00000000,2.02733946,-1.53626072,0.51049012,-0.02843666,0.40924293,2.50000000,-3.29999995,0.00000000,0.10000000,0.17264152,0.37213346,0.19272237,0.27628031,0.19272237,0.27628031,0.53099728,0.71601617,0.08290610,0.32325819,0.29703477,1.74149656,0.04643991,32.29980469,3.01609850
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S50_hum_2_Married.wav,Married,S50,hum,2,-436.61441040,94.53424072,18.06669807,14.21183109,16.24330139,24.91366196,18.82528114,1.38399827,-15.08576965,10.67121124,15.40169621,-0.46379101,-9.73002815,81.95668793,26.41570663,17.28700447,11.03514385,9.80916309,10.95802879,14.30008984,13.07483768,17.08954048,8.54201889,8.64649582,11.08333683,8.38700199,0.24562219,0.12683980,0.00619800,0.02736721,0.04594607,0.00581931,0.01887496,0.01420465,0.00416880,0.00723288,0.00070250,0.00431984,-0.00517396,13.90169621,4.21021080,2.47873497,1.90049314,1.54563642,1.86028016,2.13422132,2.20614600,2.75061107,1.31560588,1.57062984,1.49628353,1.35287261,-0.00000000,1.00000000,1.36485291,-1.95038533,0.43481848,-0.01396011,0.48361057,4.69999981,-4.90000010,0.00000000,0.10000000,0.16980056,0.45303625,0.23789173,0.29202279,0.23789173,0.29202279,0.47008547,0.80085349,0.18139647,0.44847685,0.32120708,1.57895696,0.11609977,38.56693268,2.20696163
/Users/panmingh/Code/ML_Coursework/Data/MLEndHWII_sample_800/S50_hum_3_Friend.wav,Friend,S50,hum,3,-409.84100342,89.59822083,22.04082108,12.11426163,12.83893967,18.97213745,10.93926716,3.19996619,-8.84331894,8.76345730,11.05667782,-4.35601044,-6.30685091,98.92473602,33.99623108,17.93330193,10.73107433,8.95402908,14.95928764,10.67219448,9.93479061,15.24374104,9.03499126,8.88676834,11.48295593,7.93257093,-0.09694523,0.01164785,0.01547674,-0.01803908,-0.01212977,-0.02824305,0.01653100,-0.00725057,-0.00548036,0.00411849,-0.03741564,0.03212312,-0.02401807,14.92259979,5.49942636,3.21061444,2.03318739,1.55813932,2.30441117,1.84938228,1.54670608,2.15584826,1.44000876,1.62527359,1.74363816,1.26463306,-0.00000000,1.00000000,2.28367090,-1.08123541,0.37498924,-0.03314367,0.48299351,3.20000005,-2.79999995,0.00000000,0.00000000,0.18136558,0.44887388,0.15078236,0.22048365,0.15078236,0.22048365,0.62873399,0.55965906,0.04855072,0.37428355,0.23463057,1.09133792,0.11609977,39.75360489,2.63421822
